"No.","Time","Source","Destination","Protocol","Length","Info"
"676","105.760056861","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"677","105.760444319","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=29483 Ack=8356 Win=65535 Len=0"
"678","106.010104206","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"679","106.010155991","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=8356 Ack=29612 Win=62779 Len=0"
"680","106.012488195","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"681","106.012949408","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=29612 Ack=8450 Win=65535 Len=0"
"682","106.081379628","157.240.195.56","10.0.2.15","TLSv1.2","1649","Application Data, Application Data"
"683","106.081472181","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=8450 Ack=31207 Win=62779 Len=0"
"684","106.151039241","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"685","106.151472083","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=31207 Ack=8540 Win=65535 Len=0"
"686","106.302713805","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"687","106.304409472","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"688","106.304786870","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=31336 Ack=8634 Win=65535 Len=0"
"689","106.372252879","157.240.195.56","10.0.2.15","TLSv1.2","1323","Application Data"
"690","106.419797157","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=8634 Ack=32605 Win=62779 Len=0"
"691","106.424473134","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"692","106.424989331","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=32605 Ack=8724 Win=65535 Len=0"
"693","106.581185001","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"694","106.581252254","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=8724 Ack=32734 Win=62779 Len=0"
"695","106.587443268","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"696","106.588118565","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=32734 Ack=8818 Win=65535 Len=0"
"697","106.960457699","157.240.195.56","10.0.2.15","TLSv1.2","1499","Application Data"
"698","107.002887039","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"699","107.003405480","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=34179 Ack=8908 Win=65535 Len=0"
"700","107.218635564","157.240.195.56","10.0.2.15","TLSv1.2","859","Application Data"
"701","107.234517865","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"702","107.234594017","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=8908 Ack=35113 Win=62779 Len=0"
"703","107.237131419","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"704","107.237494410","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=35113 Ack=9002 Win=65535 Len=0"
"705","107.254427351","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"706","107.254780356","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=35113 Ack=9092 Win=65535 Len=0"
"707","107.542002550","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"708","107.544816515","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"709","107.545373680","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=35242 Ack=9186 Win=65535 Len=0"
"724","108.137365511","10.0.2.15","157.240.195.56","TLSv1.2","123","Application Data"
"725","108.138323514","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=35242 Ack=9255 Win=65535 Len=0"
"726","108.275009490","157.240.195.56","10.0.2.15","TLSv1.2","125","Application Data"
"727","108.315855042","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=9255 Ack=35313 Win=62779 Len=0"
"728","114.997136395","157.240.195.56","10.0.2.15","TLSv1.2","601","Application Data"
"729","114.997207729","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=9255 Ack=35860 Win=62779 Len=0"
"730","115.055003078","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"731","115.055407858","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=35860 Ack=9345 Win=65535 Len=0"
"732","115.333148057","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"733","115.333215239","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=9345 Ack=35989 Win=62779 Len=0"
"734","115.336464442","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"735","115.337028750","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=35989 Ack=9439 Win=65535 Len=0"
"736","115.426895608","157.240.195.56","10.0.2.15","TLSv1.2","1649","Application Data, Application Data"
"737","115.426942403","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=9439 Ack=37584 Win=62779 Len=0"
"738","115.465271573","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"739","115.466092432","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=37584 Ack=9529 Win=65535 Len=0"
"740","115.682641544","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"741","115.684809148","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"742","115.685668892","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=37713 Ack=9623 Win=65535 Len=0"
"743","115.704555586","157.240.195.56","10.0.2.15","TLSv1.2","1323","Application Data"
"744","115.751756526","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=9623 Ack=38982 Win=62779 Len=0"
"745","115.762065310","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"746","115.762550740","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=38982 Ack=9713 Win=65535 Len=0"
"747","115.898706909","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"748","115.898766098","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=9713 Ack=39111 Win=62779 Len=0"
"749","115.912477841","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"750","115.915211206","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=39111 Ack=9807 Win=65535 Len=0"
"751","116.012195722","157.240.195.56","10.0.2.15","TCP","1514","443  >  33254 [ACK] Seq=39111 Ack=9807 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"752","116.012196295","157.240.195.56","10.0.2.15","TLSv1.2","60","Application Data"
"753","116.012230226","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=9807 Ack=40572 Win=62779 Len=0"
"754","116.037972806","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"755","116.038512726","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=40572 Ack=9897 Win=65535 Len=0"
"756","116.274803710","157.240.195.56","10.0.2.15","TLSv1.2","859","Application Data"
"757","116.309616928","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"758","116.310280776","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=41377 Ack=9987 Win=65535 Len=0"
"759","116.588255636","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"760","116.598374570","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"761","116.598516438","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=9987 Ack=41635 Win=62779 Len=0"
"762","116.598955749","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"763","116.599176051","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=41635 Ack=10081 Win=65535 Len=0"
"764","116.603648055","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"765","116.606349950","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=41635 Ack=10175 Win=65535 Len=0"
"769","117.099890230","157.240.195.56","10.0.2.15","TLSv1.2","621","Application Data"
"773","117.147917179","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=10175 Ack=42202 Win=62779 Len=0"
"774","117.149834881","10.0.2.15","157.240.195.56","TLSv1.2","147","Application Data"
"775","117.151806407","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=42202 Ack=10268 Win=65535 Len=0"
"784","117.478277323","157.240.195.56","10.0.2.15","TLSv1.2","172","Application Data"
"785","117.478332821","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=10268 Ack=42320 Win=62779 Len=0"
"786","117.491492893","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"787","117.492001267","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=42320 Ack=10362 Win=65535 Len=0"
"788","120.646949229","157.240.195.56","10.0.2.15","TLSv1.2","147","Application Data"
"789","120.650714664","10.0.2.15","157.240.195.56","TLSv1.2","146","Application Data"
"790","120.651318730","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=42413 Ack=10454 Win=65535 Len=0"
"791","124.528427666","157.240.195.56","10.0.2.15","TLSv1.2","617","Application Data"
"792","124.572084277","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=10454 Ack=42976 Win=62779 Len=0"
"793","124.593269588","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"794","124.593651254","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=42976 Ack=10544 Win=65535 Len=0"
"795","125.596788719","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"796","125.596849917","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=10544 Ack=43105 Win=62779 Len=0"
"797","125.596789442","157.240.195.56","10.0.2.15","TLSv1.2","1649","Application Data, Application Data"
"798","125.597053621","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=10544 Ack=44700 Win=62779 Len=0"
"799","125.596789524","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"800","125.597078253","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=10544 Ack=44829 Win=62650 Len=0"
"801","125.597836861","157.240.195.56","10.0.2.15","TLSv1.2","1452","Application Data, Application Data"
"802","125.597856578","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=10544 Ack=46227 Win=65535 Len=0"
"803","125.600484718","157.240.195.56","10.0.2.15","TCP","1514","443  >  33254 [ACK] Seq=46227 Ack=10544 Win=65535 Len=1460 [TCP segment of a reassembled PDU]"
"804","125.600494839","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=10544 Ack=47687 Win=65535 Len=0"
"805","125.600484794","157.240.195.56","10.0.2.15","TLSv1.2","60","Application Data"
"806","125.600510735","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=10544 Ack=47688 Win=65535 Len=0"
"807","125.644803419","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"808","125.644975030","10.0.2.15","157.240.195.56","TLSv1.2","242","Application Data, Application Data"
"809","125.645173276","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=47688 Ack=10638 Win=65535 Len=0"
"810","125.645173363","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=47688 Ack=10826 Win=65535 Len=0"
"811","125.760578512","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"812","125.761017176","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=47688 Ack=10916 Win=65535 Len=0"
"813","125.800923456","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"814","125.801540007","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=47688 Ack=11006 Win=65535 Len=0"
"815","125.803248350","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"816","125.803268822","10.0.2.15","157.240.195.56","TCP","54","33254  >  443 [ACK] Seq=11006 Ack=47817 Win=65535 Len=0"
"817","125.819649695","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"818","125.820012391","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=47817 Ack=11100 Win=65535 Len=0"
"819","125.841548993","157.240.195.56","10.0.2.15","TLSv1.2","859","Application Data"
"820","125.859242564","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"821","125.859662908","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=48622 Ack=11190 Win=65535 Len=0"
"822","125.911592632","10.0.2.15","157.240.195.56","TLSv1.2","144","Application Data"
"823","125.911953437","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=48622 Ack=11280 Win=65535 Len=0"
"824","126.042434762","157.240.195.56","10.0.2.15","TLSv1.2","183","Application Data"
"825","126.044675837","10.0.2.15","157.240.195.56","TLSv1.2","148","Application Data"
"826","126.045130423","157.240.195.56","10.0.2.15","TCP","60","443  >  33254 [ACK] Seq=48751 Ack=11374 Win=65535 Len=0"
